2019-06-23 00:55:15,b'Congratulations to Indian cricket team for best performance against Afghanistan @imVkohli @msdhoni_7781\xe2\x80\xa6 https://t.co/FugSojs6Y9'
2019-06-23 00:55:00,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:54:57,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:54:49,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:54:49,"b""RT @ICC: But it was India's pace duo that had the last laugh with @Jaspritbumrah93 adjudged Player of the Match and @MdShami11 taking a hat\xe2\x80\xa6"""
2019-06-23 00:54:42,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:54:39,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:54:34,b'RT @ICC: What a way to end it @MdShami11! \xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\n\nNabi c Pandya b Shami\nAlam b Shami\nUr Rahman b Shami\n\nIndia take an absolute thriller by 11\xe2\x80\xa6'
2019-06-23 00:54:24,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:54:23,"b""RT @ICC: But it was India's pace duo that had the last laugh with @Jaspritbumrah93 adjudged Player of the Match and @MdShami11 taking a hat\xe2\x80\xa6"""
2019-06-23 00:54:22,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:54:15,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:54:02,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:54:02,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:54:01,b'RT @ICC: Shami hat-trick! India win! \xf0\x9f\x91\x8f \n\nTheir fans let out a sigh of relief \xe2\x80\x93 what a thriller this has been!\n\n#CWC19 | #TeamIndia | #Afgha\xe2\x80\xa6'
2019-06-23 00:53:58,b'RT @ICC: Shami hat-trick! India win! \xf0\x9f\x91\x8f \n\nTheir fans let out a sigh of relief \xe2\x80\x93 what a thriller this has been!\n\n#CWC19 | #TeamIndia | #Afgha\xe2\x80\xa6'
2019-06-23 00:53:55,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:53:55,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:53:51,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:53:47,b'RT @ICC: What a way to end it @MdShami11! \xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\n\nNabi c Pandya b Shami\nAlam b Shami\nUr Rahman b Shami\n\nIndia take an absolute thriller by 11\xe2\x80\xa6'
2019-06-23 00:53:47,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:53:41,b'RT @ICC: What a way to end it @MdShami11! \xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\xf0\x9f\x8e\xa9\n\nNabi c Pandya b Shami\nAlam b Shami\nUr Rahman b Shami\n\nIndia take an absolute thriller by 11\xe2\x80\xa6'
2019-06-23 00:53:37,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:53:30,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:53:26,b'@ICC @cricketworldcup Vry nice match awesome.. catch for tern bold'
2019-06-23 00:53:26,"b""RT @ICC: But it was India's pace duo that had the last laugh with @Jaspritbumrah93 adjudged Player of the Match and @MdShami11 taking a hat\xe2\x80\xa6"""
2019-06-23 00:53:22,"b'RT @ICC: We saw plenty of celebration earlier in the day as @SaluteCotterell took four wickets, two catches and effected a direct hit run o\xe2\x80\xa6'"
